pid,operator
10186918,"Vantage Data Centers Management Company, LLC"
10339217,Global Switch Holdings Limited
10319845,Utropicmedia
10338329,Proximus PLC
10349985,PT Mora Telematika Indonesia Tbk
10319836,U.S. Internet Inc.
10184018,Proximus PLC
10349423,Telstra Group Limited
10349424,Telstra Group Limited
10349984,PT Mora Telematika Indonesia Tbk
10319838,"ServerFarm, LLC"
10339221,"Atomic Data, LLC"
10319007,"Digital Realty Trust, Inc."
10319842,"US Signal Company, LLC"
10338345,Proximus PLC
10319817,"US Colo, LLC"
10349420,Telstra Group Limited
10319789,"Lumen Technologies, Inc."
10319027,IDE Group
10349119,Telstra Group Limited
10338534,CE Colo Czech s.r.o.
10103680,Mapletree Industrial Trust
10338552,CE Colo Czech s.r.o.
10338644,GTS Central Europe
10352514,Telstra Group Limited
10349992,Princeton Digital Group (Singapore) Pte. Limited
10319781,"Lumen Technologies, Inc."
10319784,"Lumen Technologies, Inc."
10338603,CE Colo Czech s.r.o.
10338576,CE Colo Czech s.r.o.
10349991,Princeton Digital Group (Singapore) Pte. Limited
10319792,AEGON Services (Dublin) Limited
10349988,PT Mora Telematika Indonesia Tbk
10338473,BT Group plc
10319811,"Lumen Technologies, Inc."
10319813,"US Colo, LLC"
10338453,BT Group plc
10338419,BT Group plc
10349419,Telstra Group Limited
10317623,CyrusOne Inc.
10349425,LG Uplus Corp.
10319026,Cyberfort Group Limited
10319797,"Lumen Technologies, Inc."
10319024,The Bunker Secure Hosting Limited
10349418,NEXTDC Limited
10352523,Telstra Group Limited
10319801,Arizona State Retirement System
10319804,"Lumen Technologies, Inc."
10349990,The Energy Data Center
10349989,Teknovatus
10352522,Computacenter plc
10319018,BT Group plc
10167450,"Lumen Technologies, Inc."
10349993,Xmedia
10349983,PT Mora Telematika Indonesia Tbk
10125339,"Equinix, Inc."
10366919,"Aphorio Carter Fund Management Company, LLC"
10366918,TECfusions Inc
10366917,TECfusions Inc
10366916,TECfusions Inc
10349975,BDx Indonesia
10366920,"Aphorio Carter Fund Management Company, LLC"
10125335,"Equinix, Inc."
10125338,"Equinix, Inc."
10187023,Redcentric Communications Limited
10364642,"Equinix, Inc."
10349430,Telstra Group Limited
10349976,BDx Indonesia
10366922,"Bell Canada, Inc."
10318784,"Digital Realty Trust, Inc."
10366915,TECfusions Inc
10366910,Sabey Data Center Properties LLC
10352528,Telstra Group Limited
10366911,Alphabet Inc.
10366909,5C Data Centers Inc.
10366907,"Tonaquint Data Centers, LLC"
10366906,"Edged Energy, LLC"
10349972,NTT Global Data Centers Preparatory Corporation
10366908,5C Data Centers Inc.
10367000,"Equinix, Inc."
10366913,"Aphorio Carter Fund Management Company, LLC"
10366939,"Digital Realty Trust, Inc."
10366936,"Digital Realty Trust, Inc."
10366912,PowerTransitions LLC
10349431,"Equinix, Inc."
10352526,Telstra Group Limited
10367002,"Equinix, Inc."
10367001,CyrusOne Inc.
10349974,PT. Kinerja Indonesia
10349973,Jupiter
10366914,"Aphorio Carter Fund Management Company, LLC"
10349429,Telstra Group Limited
10317617,aixit GmbH
10319868,"Vaultas, Llc"
10318976,Aegis Data Ltd
10319871,"Vaultas, Llc"
10319865,"Vault Networks, Inc."
10226711,"Vantage Data Centers Management Company, LLC"
10343074,Vastnet
10319860,Vastnet
10339212,"Cellnex Telecom, S.A."
10349426,Telstra Group Limited
10349427,Global Switch Holdings Limited
10349982,NEX Datacenter
10349981,PT Prestasi Piranti Informasi
10352520,Alphalink Developpement SAS
10317620,aixit GmbH
10318944,Global Switch Holdings Limited
10349224,"Equinix, Inc."
10352524,Telstra Group Limited
10317613,EXA Infrastructure
10319890,"Digital Realty Trust, Inc."
10349977,BDx Indonesia
10187025,Redcentric Communications Limited
10187024,Custodian Property Income REIT plc
10319893,"Velocity Networks, Incorporated"
10319897,Velocity Telephone
10339215,"Cellnex Telecom, S.A."
10349978,Pt Tangara Mitrakom
10352516,S.A.S. Foliateam
10349980,P.T. NAP Info Lintas Nusa
10319875,"Vaultas, Llc"
10318909,"Digital Realty Trust, Inc."
10319878,"Digital Realty Trust, Inc."
10318883,Colt Technology Services Limited
10340192,Telstra Group Limited
10349428,Big Data Exchange
10319883,"Digital Realty Trust, Inc."
10319888,cloudHQ LLC
10352519,TDF SAS
10349979,NTT Global Data Centers Preparatory Corporation
10319691,Alphabet Inc.
10141183,Keppel DC REIT
10340315,NS Solutions Corporation
10319695,"Digital Realty Trust, Inc."
10338935,DataPlex Group Limited
10338975,Herman It Oy
10340312,"Nomura Research Institute, Ltd."
10363668,"Digital Realty Trust, Inc."
10350002,Bridge Data Centres (International) Pte. Ltd.
10352536,Defense Datacenter
10319081,Datum Datacentres Limited
10110997,"Digital Realty Trust, Inc."
10110992,"Digital Realty Trust, Inc."
10319079,"Equinix, Inc."
10110996,Sabey Data Center Properties LLC
10167336,T.C.C. Technology Company Limited
10349999,TM ONE Berhad
10319715,"Digital Realty Trust, Inc."
10319071,Asanti Datacentres Limited
10319075,DataCity
10319697,"Digital Realty Trust, Inc."
10319077,Global Switch Holdings Limited
10340319,NS Solutions Corporation
10349413,NEXTDC Limited
10352534,Data4 Group
10319702,"Digital Realty Trust, Inc."
10338893,Datacenter Noord-Holland B.V.
10338858,Databarn Amsterdam B.V.
10350000,TM ONE Berhad
10319705,"Digital Realty Trust, Inc."
10319709,"Vantage Data Centers Management Company, LLC"
10350001,TM ONE Berhad
10319679,"Digital Realty Trust, Inc."
10350003,AIMS Data Centre Sdn Bhd
10207486,CapitaLand Group Pte. Ltd.
123462,"Digital Realty Trust, Inc."
10147133,NEXTDC Limited
10350007,Sabah Net Sdn Bhd
10340902,TELUS Corporation
94568,"Digital Realty Trust, Inc."
10207202,CapitaLand Ascendas REIT
10340794,TELUS Corporation
10207207,CapitaLand Ascendas REIT
10184145,NEXTDC Limited
10184147,NEXTDC Limited
10340815,TELUS Corporation
10189582,"Digital Realty Trust, Inc."
84934,"Digital Realty Trust, Inc."
10340954,"Lac Co.,Ltd."
10340839,TELUS Corporation
10340869,TELUS Corporation
10340934,TELUS Corporation
10207203,CapitaLand Group Pte. Ltd.
10110995,"Digital Realty Trust, Inc."
10319676,"Digital Realty Trust, Inc."
10235550,"STACK Infrastructure, Inc."
10340309,"Nomura Research Institute, Ltd."
10235549,"STACK Infrastructure, Inc."
10319084,Digiplex Norway Holding 2 AS
10350004,CSF Group plc
10349412,"Equinix, Inc."
10110999,"Digital Realty Trust, Inc."
79807,CapitaLand Ascendas REIT
10123997,NEXTDC Limited
10184148,NEXTDC Limited
10350006,REDtone Mobile Sdn. Bhd.
10350005,Exitra Sdn Bhd
10319665,"Digital Realty Trust, Inc."
10207484,CapitaLand Ascendas REIT
10025410,"Digital Realty Trust, Inc."
10319668,"Digital Realty Trust, Inc."
10319671,"Digital Realty Trust, Inc."
10207483,CapitaLand Ascendas REIT
10319778,"Lumen Technologies, Inc."
10319068,VIRTUS Data Centres Ltd.
10340957,Thinktel Communications Ltd.
10179920,"Cogent Communications Holdings, Inc."
10179917,"Cogent Communications Holdings, Inc."
10167331,NTT Global Data Centers Preparatory Corporation
10340944,"NTT EAST, Inc."
10319753,Mapletree Industrial Trust
10319359,Tulip Systems Inc.
10183501,"H5 Data Centers, LLC"
10352513,NTT Global Data Centers Preparatory Corporation
10352525,
10319745,"H5 Data Centers, LLC"
10319749,Tulip Systems Inc.
10338807,
10338774,
10340947,Nippon Telegraph And Telephone West Corporation
10319428,"Lumen Technologies, Inc."
10179905,"Cogent Communications Holdings, Inc."
10340936,Canon IT Solutions Inc.
10352515,Celeste SAS
10319772,"Lumen Technologies, Inc."
10167397,"Lumen Technologies, Inc."
10338672,T-Mobile Polska S.A.
10340328,"Otsuka Warehouse Co., Ltd."
10349417,Telstra Group Limited
10338705,CE Colo Czech s.r.o.
10319769,"Lumen Technologies, Inc."
10179916,"Cogent Communications Holdings, Inc."
10167329,NTT Global Data Centers Preparatory Corporation
10167330,NTT Global Data Centers Preparatory Corporation
10319034,Redcentric Communications Limited
10340941,"NTT EAST, Inc."
10340939,NTT DATA Group Corporation
10319762,"Lumen Technologies, Inc."
10319764,"Lumen Technologies, Inc."
10338739,Ceske Radiokomunikace a.s.
10319031,"CentriLogic, Inc."
10319758,"Lumen Technologies, Inc."
10317628,Colt Data Centre Services UK Limited
10319717,Thorn Communications Inc.
10319049,Computacenter plc
10167323,NTT Global Data Centers Preparatory Corporation
10319720,"Digital Realty Trust, Inc."
10319054,Green Mountain AS
10167568,"Zayo Group Holdings, Inc."
10349414,Global Switch Holdings Limited
10167322,NTT Global Data Centers Preparatory Corporation
10246387,CROC Incorporated
10349998,TM ONE Berhad
10349997,TM ONE Berhad
10341003,Thinktel Communications Ltd.
10341018,Thinktel Communications Ltd.
10319060,"Digital Realty Trust, Inc."
10319057,Green Mountain AS
10317634,NTT Global Data Centers Preparatory Corporation
10349996,TM ONE Berhad
10340949,Nippon Telegraph And Telephone West Corporation
10319042,Colt Data Centre Services UK Limited
10319039,
10352527,Colt Data Centre Services UK Limited
10209055,NTT Global Data Centers Preparatory Corporation
10349416,Global Switch Holdings Limited
10319225,"Charter Communications, Inc."
10319739,"Cleareon Fiber Networks, LLC"
10319064,"Digital Realty Trust, Inc."
10183826,GI Partners
10319046,Colt Data Centre Services UK Limited
10183797,"TierPoint, LLC"
10317631,NTT Global Data Centers Preparatory Corporation
10319727,"TierPoint, LLC"
10349070,NTT Global Data Centers Preparatory Corporation
10349415,NxtGen Datacenter & Cloud Technologies Private Limited
10352532,SociÃ©tÃ© FranÃ§aise de RadiotÃ©lÃ©phone (SFR) SA
10349994,"NTT DOCOMO BUSINESS, Inc."
10340952,Nippon Telegraph And Telephone West Corporation
10146573,Mapletree Industrial Trust
10352530,Colt Technology Services Limited
10183814,"TierPoint, LLC"
10362603,"Core Scientific, Inc."
10185173,"Data Canopy Colocation, LLC"
10340222,Retelit S.p.A.
10341269,Proximus PLC
10341605,Rogers Communications Canada Inc.
10350047,CAT Telecom Public Company Limited
10341265,Proximus PLC
10341270,1&1 Versatel GmbH
10350048,Internet Thailand Public Company Limited
10184017,Belgacom International Carrier Services SA
10343251,Centeris Data Centers
10341279,Dcu Invest NV
10341274,Dcu Invest NV
10320538,Empresa de Telecomunicaciones de BogotÃ¡ S.A. E.S.P.
10352769,SecureConnect Inc.
10341601,Canada15Edge Data Centers Inc.
10180298,Rogers Communications Canada Inc.
10320547,Joint Stock Company Glori
10341622,Rogers Communications Canada Inc.
10341247,EXA Infrastructure
10319067,TIER4 SERVICES
10341251,EXA Infrastructure
10341620,Rogers Communications Canada Inc.
10341264,NRB s.a./n.v.
10341610,Rogers Communications Canada Inc.
10341261,NRB s.a./n.v.
10341613,Rogers Communications Canada Inc.
10341257,LCL Belgium N.V.
10341254,Foneo Datacenter N.V.
10318383,Millicom International Cellular S.A.
10320544,Instituto Costarricense de Electricidad
10350046,CAT Telecom Public Company Limited
10350045,CAT Telecom Public Company Limited
10341617,Rogers Communications Canada Inc.
10319111,Millicom International Cellular S.A.
10320532,Sencinet
10352763,Centeris Data Centers
10341316,Verixi SA
10341582,"Bell Canada, Inc."
10341585,"Bell Canada, Inc."
10341312,Verizon Communications Inc.
10341578,"Bell Canada, Inc."
10352753,Free Pro SAS
10251040,"Digital Realty Trust, Inc."
10320515,Anacondaweb
10350053,CS Loxinfo Public Company Limited
10341573,KDDI Corporation
10341575,Beanfield Metroconnect Inc
10352746,EXA Infrastructure
10341321,LCL Belgium N.V.
10320518,"Equinix, Inc."
10320528,Votorantim Industrial S/A
10341288,
10350049,Internet Thailand Public Company Limited
10341596,"Equinix, Inc."
10167466,Colt Technology Services Limited
10184016,Belgacom International Carrier Services SA
10341598,"Equinix, Inc."
10341594,"Bell Canada, Inc."
10341292,Dcu Invest NV
10350052,CAT Telecom Public Company Limited
10248361,Hypertec Group Inc.
10202439,"Equinix, Inc."
10341305,Orange Business Services SA
10341302,LCL Belgium N.V.
10320521,Votorantim Industrial S/A
10320524,Votorantim Industrial S/A
10341298,EXA Infrastructure
10350051,CAT Telecom Public Company Limited
10350050,Internet Thailand Public Company Limited
10341296,EXA Infrastructure
10341311,Orange Business Services SA
10180295,Rogers Communications Canada Inc.
10341246,Dc Star Nv
10352794,"Caronet, Inc."
10320581,ihosting
10350037,T.C.C. Technology Company Limited
10341189,Orange Business Services SA
10341192,Orange Business Services SA
10352791,"Caronet, Inc."
10350038,United Information Highway Company Limited
10341640,Canhost
10320578,New Power Host Limited
10341200,
10352786,Capital Internet Group Inc
10341197,Raiffeisen Informatik GmbH & Co KG
10341195,Raiffeisen Informatik GmbH & Co KG
10341643,"CentriLogic, Inc."
10341185,Telecom Italia S.p.A.
10343272,"Caronet, Inc."
10341175,Swisscom AG
10359771,"Equinix, Inc."
10320593,CoreIT
10341171,Swisscom AG
10352808,"Equinix, Inc."
10352798,"Caronet, Inc."
10341181,"Digital Realty Trust, Inc."
10320585,IFX Networks LLC
10320590,Adentro Tecnologia Ltda
10350036,United Information Highway Company Limited
10350035,United Information Highway Company Limited
10352801,"Caronet, Inc."
10352805,"Equinix, Inc."
10186163,"ServerFarm, LLC"
10341178,Swiss Data Safe AG
10341183,NEXT LAYER Telekommunikationsdienstleistungs- und Beratungs GmbH
10341202,International Business Machines Corporation
10352725,Virtual Citadel Inc.
10341229,Engie SA
10320562,Latechco
10352745,Virtual Citadel Inc.
10341232,Datahouse Belgium Bvba
10320555,Antel Corporation
10341242,Dc Star Nv
10320380,Hub Critical Networks Inc
10320559,Latechco
10350044,CAT Telecom Public Company Limited
10350043,CAT Telecom Public Company Limited
10352773,Bothell Data Services
10341238,Dc Star Nv
10341235,DataZone Corporation
10341628,Broadline Services Limited
10352706,Virtual Citadel Inc.
10341226,Upstreamnet Communications GmbH
10350042,CAT Telecom Public Company Limited
10350039,CAT Telecom Public Company Limited
10178031,"DataBank Holdings, Ltd."
10341207,Hutchison Drei Austria GmbH
10341204,Hutchison Drei Austria GmbH
10320570,"Telecomunicaciones Digitales, S.A."
10250922,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10352784,"DataBank Holdings, Ltd."
10341635,KDDI Corporation
10341212,Telia Company AB (publ)
10341632,Simplinet
10341223,International Business Machines Corporation
10110611,Mapletree Industrial Trust
10320566,"SkyOnline, Inc."
10320568,"Telecomunicaciones Digitales, S.A."
10341219,T-Mobile International Austria GmbH
10350041,CAT Telecom Public Company Limited
10350040,CAT Telecom Public Company Limited
10343260,"Esite Systems, LLC"
10178030,"DataBank Holdings, Ltd."
10341215,Unit-It Dienstleistungs GmbH
10341213,Technologiezentrum Perg GmbH
10183363,"Cologix, Inc."
10320511,Valspe
10318349,Colocationix GmbH
10183224,
10318345,Lwlcom GmbH
10318343,Windcloud 4.0 Gmbh
10352669,"Digital Realty Trust, Inc."
10318353,Surfplanet GmbH
10183240,
10318358,EXA Infrastructure
10183229,
10320459,GTD Grupo Teleductos S.A.
10183234,Evoque
10318355,PlusServer AG
10350068,CS Loxinfo Public Company Limited
10186497,"Equinix, Inc."
10320462,IFX Networks LLC
10352673,Mapletree Industrial Trust
10318329,Hofnetz und IT Services GmbH
10183254,
10183239,
10352817,SociÃ©tÃ© FranÃ§aise de RadiotÃ©lÃ©phone (SFR) SA
10350065,TOT Public Company Limited
10318341,Deltaphon Multimedia GmbH
10350067,Jastel Network Co. Ltd
10350066,TOT Public Company Limited
10352674,Mapletree Industrial Trust
10318339,3U Holding AG
10352678,
10320468,Millicom International Cellular S.A.
10123452,Mapletree Industrial Trust
10318336,Hofnetz und IT Services GmbH
10318333,Hofnetz und IT Services GmbH
10320465,NET GROUP S.A.
10320456,Empresa de Telecomunicaciones de BogotÃ¡ S.A. E.S.P.
10318395,N@twork Innovation GmbH
10352640,Cohere Cyber Secure
10318391,Mivitec GmbH
10352643,"Digital Realty Trust, Inc."
10352637,"Digital Realty Trust, Inc."
10164046,"Digital Realty Trust, Inc."
10231289,"LightEdge Solutions, Inc."
10318404,PlusServer AG
10318402,nLighten Deutschland GmbH
10318399,"Lumen Technologies, Inc."
10320443,GTD Grupo Teleductos S.A.
10231290,"LightEdge Solutions, Inc."
10216011,NEXTDC Limited
10318388,Bitel
10320445,Emcali S.A. Esp
10318372,EXA Infrastructure
10320452,Claro Corp.
10352644,"Ascent, LLC"
10318369,Dokom Gesellschaft FÃR Telekommunikation Mbh
10352655,Mapletree Industrial Trust
10352658,
10318365,Dokom Gesellschaft FÃR Telekommunikation Mbh
10318362,Dokom Gesellschaft FÃR Telekommunikation Mbh
10350070,"ePLDT, Inc."
10352689,Evoque
10318374,EXA Infrastructure
10184206,"DartPoints, LLC"
10318382,Fis-Asp Application Service Providing Und It-Outsourcing GmbH
10350072,DXN Limited
10350071,Asia Digital Infrastructure Pte. Ltd.
10363600,
10318379,DATIS IT-Services GmbH
10320448,Empresa de Telecomunicaciones de BogotÃ¡ S.A. E.S.P.
10320450,Nextstream Limited
10341566,Arima Inc.
10167575,"Zayo Group Holdings, Inc."
10352620,"Digital Realty Trust, Inc."
10352814,"Equinix, Inc."
10352774,SynAApS
10352739,"Atomic Data, LLC"
10352770,SociÃ©tÃ© FranÃ§aise de RadiotÃ©lÃ©phone (SFR) SA
10352767,nLighten Deutschland GmbH
10320497,Edgetronix
10352734,"Atlantic Metro Communications, Inc."
10350058,CS Loxinfo Public Company Limited
10352749,Centrinuity
10352726,KDDI Corporation
10352729,"Atlantic Metro Communications, Inc."
10352731,Celeste SAS
10352705,SynAApS
10183889,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10320495,CDZNET
10341327,Monaco Telecom S.A.M
10350054,CS Loxinfo Public Company Limited
10341569,KDDI Corporation
10352757,"Awecomm Technologies, L.L.C."
10341324,Monaco Telecom S.A.M
10352756,TDF SAS
10320507,Votorantim Industrial S/A
10352754,Arizona State Retirement System
10350055,NTT Global Data Centers Preparatory Corporation
10352764,Free Pro SAS
10350057,CS Loxinfo Public Company Limited
10352743,"DataBank Holdings, Ltd."
10352761,Free Pro SAS
10320500,Emmex Limited
10320503,Hexam2
10352747,"Atomic Data, LLC"
10352751,"Atomic Data, LLC"
10352759,EXA Infrastructure
10341330,Monaco Telecom S.A.M
10350056,CAT Telecom Public Company Limited
10352740,"Atomic Data, LLC"
10352722,CoreSite Realty Corporation
10352724,EXA Infrastructure
10183232,
10352670,
10352796,Etix Everywhere France SAS
10352799,Etix Everywhere France SAS
10352803,Datagrex
10320479,Telconet S.A.
10320471,Millicom International Cellular S.A.
10320474,Critical Colocation
10183233,Evoque
10341331,Khazna Data Center Limited
10350064,TOT Public Company Limited
10350063,TOT Public Company Limited
10352810,One System
10352807,Lasotel SAS
10352694,"Digital Realty Trust, Inc."
10352697,Evoque
10320476,Telconet S.A.
10183231,
10352793,Etix Everywhere France SAS
10352781,MaxNod
10352713,"Deer Valley Data, LLC"
10352779,EXA Infrastructure
10317676,Empresa de Telecomunicaciones de BogotÃ¡ S.A. E.S.P.
10350059,CAT Telecom Public Company Limited
10246382,"DataBank Holdings, Ltd."
10352719,"Digital Realty Trust, Inc."
10352777,TDF SAS
10352813,Etix Everywhere France SAS
10320484,Digicel Limited
10350062,CAT Telecom Public Company Limited
10350061,CAT Telecom Public Company Limited
10352701,
10352789,Etix Everywhere France SAS
10343228,
10352710,
10352787,Castle IT
10352783,Orange Business Services SA
10320488,"TelÃ©fonos de MÃ©xico, S.A.B. de C.V."
10320491,"TelÃ©fonos de MÃ©xico, S.A.B. de C.V."
10350060,Etix Everywhere France SAS
10240537,ST Telemedia
10340937,Global Connect LLC
10340933,GÃ¶teborg Energi Aktiebolag
10320147,Nextstream Limited
10319040,"Hangzhou Netbank Interlink Technologies Co., Ltd"
10317349,"Cologix, Inc."
10340940,Rockan Data Center Ab
10320110,Nextstream Limited
10317330,"123.Net, LLC."
10340946,Ecodatacenter AB
10340943,Ecodatacenter AB
10319044,"Hangzhou Netbank Interlink Technologies Co., Ltd"
10317348,"Equinix, Inc."
10317371,"Equinix, Inc."
10340948,Bahnhof AB (publ)
10341674,"Cologix, Inc."
10340931,Global Connect LLC
10341691,"Cologix, Inc."
10340913,Hutchison Drei Austria GmbH
10106251,"Equinix, Inc."
10340911,Huemer Data Center Gesellschaft m.b.h.
10341696,KDDI Corporation
10340917,Raiffeisen Informatik GmbH & Co KG
10340927,atNorth ehf
10320174,"TelefÃ³nica, S.A."
10320207,Nextstream Limited
10319036,"Hangzhou Netbank Interlink Technologies Co., Ltd"
10319035,"Hangzhou Netbank Interlink Technologies Co., Ltd"
10341681,"Cologix, Inc."
10340924,Kapsch BusinessCom AG
10340920,International Business Machines Corporation
10341686,"Cologix, Inc."
10341690,"Cologix, Inc."
10341679,"Cologix, Inc."
10340977,Bahnhof AB (publ)
10340974,Conapto AB
10319059,Jiangsu Phoenix Publishing & Media Corporation Limited
10179939,"Cogent Communications Holdings, Inc."
10338314,Cirion Technologies
10340981,Bahnhof AB (publ)
10320582,ZFB Group
10319063,"Shanghai @hub Co.,Ltd."
10317361,"Cogent Communications Holdings, Inc."
10340988,Conapto AB
10179923,"Cogent Communications Holdings, Inc."
10179937,"Cogent Communications Holdings, Inc."
10340985,Bahnhof AB (publ)
10317306,"Digital Realty Trust, Inc."
10179941,"Cogent Communications Holdings, Inc."
10340972,31173 Services Ab
10319047,Western Cloud Data Technology
10317381,"Cologix, Inc."
10340956,Cygrids Communications AB
10343354,"TierPoint, LLC"
10317385,"Equinix, Inc."
10320073,Cirion Technologies
10340951,Global Connect LLC
10340953,31173 Services Ab
10320037,Cirion Technologies
10340968,QuickNet AB
10338316,Cirion Technologies
10320000,Cirion Technologies
10317375,"Westplan Investors, Inc."
10340965,InfoQB
10319055,Western Cloud Data Technology
10319053,Western Cloud Data Technology
10317378,"Equinix, Inc."
10340962,Ecodatacenter AB
10340958,Glesys AB
10179942,"Cogent Communications Holdings, Inc."
10319033,"Hangzhou Netbank Interlink Technologies Co., Ltd"
10340848,A1 Telekom Austria AG
10341708,Commerx Corporation
10340844,A1 Telekom Austria AG
10317435,"Compass Datacenters, LLC"
10320455,Cable & Wireless Worldwide Limited
10320437,Cable & Wireless Worldwide Limited
10341705,Colosseum Online
10340860,NTT Global Data Centers Preparatory Corporation
10319014,Gongqi Technology Ltd.
10111000,"Colovore, LLC"
10317432,InfraDMS
10340856,Atos SE
10340853,ANEXIA Internetdienstleistungs GmbH
10340840,A1 Telekom Austria AG
10012310,cloudHQ LLC
10183042,CyrusOne Inc.
10006955,CoreSite Realty Corporation
10251029,"Digital Realty Trust, Inc."
10319622,IP-House
10340829,Delta Telekom
10317439,"Expedient Holdings USA, LLC"
10340837,A1 Telekom Austria AG
10319011,Gongqi Technology Ltd.
10319008,"Jinggong Group Co., Ltd."
10317442,"Expedient Holdings USA, LLC"
10340834,A1 Telekom Austria AG
10320508,Cable & Wireless Worldwide Limited
10320531,Cable & Wireless Worldwide Limited
10317446,"Expedient Holdings USA, LLC"
10317449,New Continuum Holdings Corporation
10340833,A1 Telekom Austria AG
10320482,Cable & Wireless Worldwide Limited
10340861,Citycom Telekommunikation GmbH
10319017,Gongqi Technology Ltd.
10340890,eww ag
10320310,"Axtel, S.A.B. de C.V."
10317400,"Digital Realty Trust, Inc."
10317397,"Digital Realty Trust, Inc."
10340894,GRZ IT Center GmbH
10317394,"Equinix, Inc."
10340907,Hotze.com
10341699,KDDI Corporation
10340903,EXA Infrastructure
10320161,Antel Corporation
10320282,Nextstream Limited
10341703,Harbour Centre
10340899,EXA Infrastructure
10340896,EXA Infrastructure
10319029,Neo Telemedia Limited
10229950,Keppel DC REIT
10185391,"ColoGuard Enterprise Solutions, LLC"
10340887,eww ag
10229949,Keppel DC REIT
10317420,CoreSite Realty Corporation
10340870,Conova Communications GmbH
10340867,Citycom Telekommunikation GmbH
10317423,FirstLight Fiber
10183887,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10183890,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10317425,FirstLight Fiber
10319020,Gongqi Technology Ltd.
10340990,Conapto AB
10340873,Danube It Services GmbH
10317416,FirstLight Fiber
10317405,"Harvest Properties, Inc."
10340884,eww ag
10317408,FirstLight Fiber
10183885,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10183880,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10340881,EDiS Company
10340879,Deutsche Telekom AG
10319023,Gongqi Technology Ltd.
10317412,Crown Castle Inc.
10340877,International Business Machines Corporation
10179943,"Cogent Communications Holdings, Inc."
10340994,Glesys AB
10341111,CDROM SA (Centre de DonnÃ©es Romand SA)
10341110,CDROM SA (Centre de DonnÃ©es Romand SA)
10096444,CyrusOne Inc.
10320619,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10341108,Brainserve SA
10097194,CyrusOne Inc.
10341122,CKW Fiber Services AG
10320615,Telium Networks
10097196,CyrusOne Inc.
10097193,Mapletree Industrial Trust
10341119,CKW Fiber Services AG
10341114,CKW Fiber Services AG
10319102,China Mobile Limited
10319100,GLP Global Ventures Limited
10341089,Datasource
10341652,Cit@enet
10341087,Datasource
10317314,CityNAP
10317310,CoreSite Realty Corporation
10341091,EveryWare AG
10343305,The Charlotte Colocation Center LLC.
10341102,BEGASOFT AG
10317301,The Charlotte Colocation Center LLC.
10341100,Swisscom AG
10320623,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10320625,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10317304,The Charlotte Colocation Center LLC.
10319095,"Beijing Sinnet Technology Co.,Ltd"
10319094,"Shanghai @hub Co.,Ltd."
10343311,"Digital Realty Trust, Inc."
10341093,EveryWare AG
10319098,Chayora Limited
10343295,"CentriLogic, Inc."
10181553,Supernap (thailand) Co. Ltd.
10341154,Nts Workspace AG
10352830,"QTS Realty Trust, LLC"
10341152,Nts Workspace AG
10320601,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10343284,"Digital Realty Trust, Inc."
10235537,"STACK Infrastructure, Inc."
10341166,Swisscolocation
10352818,"Equinix, Inc."
10320596,
10320599,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10341163,SIAG
10352821,"Equinix, Inc."
10350034,Etix Everywhere France SAS
10350033,Interlink Telecom Public Company Limited
10352826,Dbt-Data LLC
10341161,SIAG
10343287,"Digital Realty Trust, Inc."
10341149,Francesco Moresi SA
10341647,"CentriLogic, Inc."
10341649,"CentriLogic, Inc."
10341130,Bancadati
10341123,ColoBle
10320607,Vescnet Provedores Do Brasil
10320612,Telium Networks
10350030,"True Internet Data Center Co., LTD."
10341133,Data11
10320629,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10350032,Supernap (thailand) Co. Ltd.
10350031,"True Internet Data Center Co., LTD."
10352837,Mapletree Industrial Trust
10341145,IWB Industrielle Werke Basel AG
10320603,Brasil Telecom ServiÃ§os De Internet S.A.
10320605,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10352840,"LightEdge Solutions, Inc."
10352843,"CentriLogic, Inc."
10341141,Deltalis SA
10341138,Datawire B.V.
10341136,Datawire B.V.
10317290,"CentriLogic, Inc."
10341168,Swisscom AG
10341084,acdalis ag
10341027,Verizon Communications Inc.
10317336,CoreSite Realty Corporation
10341024,Multigrid Solutions Aktiebolag
10317339,"Digital Realty Trust, Inc."
10319078,"Shanghai @hub Co.,Ltd."
10183837,"Equinix, Inc."
10341038,Global Connect LLC
10343327,"Cogent Communications Holdings, Inc."
10179925,"Cogent Communications Holdings, Inc."
10341034,Global Connect LLC
10341030,
10338295,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10338297,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10341672,Aptum Technologies
10319076,"Shanghai @hub Co.,Ltd."
