pid,provider
10247785,"Digital Realty Trust, Inc."
10339682,Kei.pl sp. z o.o.
10346716,Hyperco Oy
10346719,CSC-Tieteen tietotekniikan keskus Oy
10319420,China Mobile Limited
10319418,China Mobile Limited
10370459,Login LLC
10320483,"LightEdge Solutions, Inc."
10184159,"LightEdge Solutions, Inc."
10366747,Al-Mustaqbal Lil-Thaka Al-Istinai Company
10366746,Al-Mustaqbal Lil-Thaka Al-Istinai Company
10366745,Gulf Data Hub
10366744,Gulf Data Hub
10163727,"Equinix, Inc."
10168573,CyrusOne Inc.
10183245,Evoque
10366743,Gulf Data Hub
10366742,Ezditek
10366741,Dawiyat Integrated Telecommunications and Information Technology Company
10339691,Exatel SA
10339689,dcenter.pl sp. z o. o
10318400,Datacenter Science
10181713,"Switch, Inc."
10370447,Tract
10370448,Tract
10370449,"QTS Realty Trust, LLC"
10370450,"QTS Realty Trust, LLC"
10366749,Etihad Etisalat Company
10366748,Etihad Etisalat Company
10370451,"QTS Realty Trust, LLC"
10370452,"QTS Realty Trust, LLC"
10346717,Hyperco Oy
10339683,Onet Holding sp. z o.o.
10320489,"Switch, Inc."
10320486,"LightEdge Solutions, Inc."
10346718,Global Connect LLC
10370453,"QTS Realty Trust, LLC"
10370454,"QTS Realty Trust, LLC"
10370455,"QTS Realty Trust, LLC"
10370456,"Aligned Data Centers (Phoenix), LLC"
10370457,"Aligned Data Centers (Phoenix), LLC"
10318403,OneAsia Network Limited
10164044,"Digital Realty Trust, Inc."
10370458,"Aligned Data Centers (Phoenix), LLC"
10339686,Neutral Data Center
10366652,Khazna Data Center Limited
10318348,GDS Holdings Limited
10317867,noris network AG
10370361,"Amazon.com, Inc."
10317835,"China United Network Communications Group Co., Ltd."
10217324,Element Critical
10370362,"Amazon.com, Inc."
10370363,"Amazon.com, Inc."
10370364,"Amazon.com, Inc."
10341520,TeraGo Inc.
10370360,"Amazon.com, Inc."
10341630,The Internet Centre
10352057,DITO Telecommunity Corporation
10341603,Tera-Byte Dot Com Inc.
10318309,"China United Network Communications Group Co., Ltd."
10317813,"China United Network Communications Group Co., Ltd."
10370358,"Amazon.com, Inc."
10167487,Cirion Technologies
10370359,"Amazon.com, Inc."
10317858,myLoc managed IT AG
10317864,myLoc managed IT AG
10341942,MTN Group Limited
10341583,Provision Data Systems
10341552,ByteLok IT Solutions Inc.
10346688,Nordic Hub Data Centers AS
10317870,noris network AG
10370369,Microsoft Corporation
10370370,Microsoft Corporation
10370371,Microsoft Corporation
10370372,Microsoft Corporation
10074503,"QTS Realty Trust, LLC"
10370373,Microsoft Corporation
10370375,Microsoft Corporation
10317879,Plutex GmbH
10317947,"China United Network Communications Group Co., Ltd."
10341473,"Cologix, Inc."
10370368,Microsoft Corporation
10317856,myLoc managed IT AG
10370367,Microsoft Corporation
10317863,"China United Network Communications Group Co., Ltd."
10320227,TIM Brasil ServiÃ§os e ParticipaÃ§Ãµes S.A.
10018194,CoreSite Realty Corporation
10346690,Proact IT Norge AS
10317871,noris network AG
10338312,"H5 Data Centers, LLC"
10370271,"Amazon.com, Inc."
10370365,"Amazon.com, Inc."
10352056,"Converge Information and Communications Technology Solutions, Inc."
10352055,"Bee Information Technology Philippines, Inc."
10074687,"QTS Realty Trust, LLC"
10317888,"China United Network Communications Group Co., Ltd."
10317921,"China United Network Communications Group Co., Ltd."
10341939,RSAWEB Internet Services
10320224,TIM Brasil ServiÃ§os e ParticipaÃ§Ãµes S.A.
10184188,"HostDime.com, Inc."
10317875,noris network AG
10317877,Plutex GmbH
10338308,"Cologix, Inc."
10341497,Rogers Communications Canada Inc.
10370366,Microsoft Corporation
10341935,Telkom SA SOC Ltd
10167490,Cirion Technologies
10318294,"China United Network Communications Group Co., Ltd."
10341752,TeraGo Inc.
10320248,Elea Digital Infraestrutura e Redes de TelecomunicaÃ§Ãµes S.A.
10167469,NorthC Group B.V.
10352061,"Globe Telecom, Inc."
10320211,"TierPoint, LLC"
10167468,Colt Technology Services Limited
10370345,"Amazon.com, Inc."
10352062,"LR Data Center and Solutions, Inc."
10341957,MTN Group Limited
10341954,MTN Group Limited
10317834,Portus Data Centers S.Ã  R.l.
10317837,Kamp Netzwerkdienste GmbH
10320292,BURGES property + company
10318290,"China United Network Communications Group Co., Ltd."
10318292,"China United Network Communications Group Co., Ltd."
10320255,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10320251,Horizons Telecomunicacoes E Tecnologia S.A.
10320259,CoreSite Realty Corporation
10320245,"DR Fortress, LLC"
10370344,"Amazon.com, Inc."
10370346,"Amazon.com, Inc."
10341725,TELUS Corporation
10370351,"Amazon.com, Inc."
10370352,"Amazon.com, Inc."
10370353,"Amazon.com, Inc."
10370354,"Amazon.com, Inc."
10370355,"Amazon.com, Inc."
10317850,Mivitec GmbH
10317851,Mivitec GmbH
10185091,"fifteenfortyseven Critical Systems Realty, LLC"
10370356,"Amazon.com, Inc."
10370357,"Amazon.com, Inc."
10318307,"China United Network Communications Group Co., Ltd."
10320008,"Switch, Inc."
10341658,Wolfpaw Data Centres Inc.
10346686,Nordic Hub Data Centers AS
10341945,MTN Group Limited
10352058,"ePLDT, Inc."
10320236,SBA Communications Corporation
10318306,"China United Network Communications Group Co., Ltd."
10370350,"Amazon.com, Inc."
10370347,"Amazon.com, Inc."
10318297,"China United Network Communications Group Co., Ltd."
10167472,NorthC Group B.V.
10341692,Harbour Centre
10346683,ITsjefen AS
10346684,Nordic Hub Data Centers AS
10370348,"Amazon.com, Inc."
10320244,Brasil Telecom ServiÃ§os De Internet S.A.
10320240,"NTT DOCOMO BUSINESS, Inc."
10341950,MTN Group Limited
10167473,NorthC Group B.V.
10317846,Mivitec GmbH
10183500,"H5 Data Centers, LLC"
10341948,MTN Group Limited
10318299,"China United Network Communications Group Co., Ltd."
10185098,"fifteenfortyseven Critical Systems Realty, LLC"
10185099,"fifteenfortyseven Critical Systems Realty, LLC"
10352060,"Globe Telecom, Inc."
10352059,"Globe Telecom, Inc."
10370349,"Amazon.com, Inc."
10318304,"China United Network Communications Group Co., Ltd."
10370374,"Amazon.com, Inc."
10317881,Relaix Networks Gmbh
10318332,"Cloudsite Development, LLC"
10343825,Hot Site
10184207,"DartPoints, LLC"
10339602,Area Project Solutions
10370402,"Blackstone Real Estate Income Trust, Inc."
10177778,Flexential Inc.
10319442,"Wuxiang Cloud Valley Co., Ltd"
10339599,"Adam Ecotech, S.A."
10341920,Vodacom Group Limited
10339590,"Digital Data Centre Bidco, S.L."
10339595,"Adam Ecotech, S.A."
10318330,CITIC Telecom CPC Netherlands B.V.
10320618,"2006 Heyburn Building, LLC"
10370395,"STACK Infrastructure, Inc."
10370396,Crusoe Energy Systems LLC
10370397,Crusoe Energy Systems LLC
10179936,"Cogent Communications Holdings, Inc."
10320611,Intermart Inc.
10370398,Crusoe Energy Systems LLC
10370399,"Data Journey, LLC"
10370400,"AVAIO Digital Management, LLC"
10320195,CommCorp Comunicacoes Ltda.
10370401,"Blackstone Real Estate Income Trust, Inc."
10319445,"Wuxiang Cloud Valley Co., Ltd"
10318335,"Daily-Tech Beijing Co., Ltd."
10341781,Vodacom Group Limited
10319434,China Mobile Limited
10320588,Flexential Inc.
10341905,Vodacom Group Limited
10236923,"Equinix, Inc."
10177795,Flexential Inc.
10183875,Ascenty Data Centers e TelecomunicaÃ§Ãµes S.A.
10318641,Data4 Group
10346700,Roha Group Inc.
10339619,
10339621,D-Alix
10320583,"Peace Communications, LLC"
10320577,"Network Services Group, Inc."
10318344,GDS Holdings Limited
10320199,Blue NAP Americas
10339616,
10370406,"STACK Infrastructure, Inc."
10341521,Vodacom Group Limited
10339604,United Internet AG
10346454,Windstream Holdings Inc.
10320190,"CMA Consultoria, MÃ©todos, Assessoria e Mercantil S/A"
10370403,"STACK Infrastructure, Inc."
10346696,Hyperco Oy
10339606,United Internet AG
10318337,"Daily-Tech Beijing Co., Ltd."
10320598,Global Web Inc
10346699,"Equinix, Inc."
10370404,"STACK Infrastructure, Inc."
10319438,China Telecom Corporation Limited
10320595,Windstream Holdings Inc.
10320592,"Lumen Technologies, Inc."
10318340,"Daily-Tech Beijing Co., Ltd."
10318342,"Daily-Tech Beijing Co., Ltd."
10320189,Sencinet
10320186,BBP Telecom
10370405,"STACK Infrastructure, Inc."
10339610,Trevenque Sistemas De Informacion Sociedad Limitada
10346695,Xfiber AS
10317890,TelemaxX Telekommunikation GmbH
10169914,"Equinix, Inc."
10187100,"Ascent, LLC"
10318311,"China United Network Communications Group Co., Ltd."
10320214,Nextstream Limited
10317892,Arelion Sweden AB
10100388,"DataBank Holdings, Ltd."
10341930,Vodacom Group Limited
10317988,"China United Network Communications Group Co., Ltd."
10338303,"Cologix, Inc."
10341268,Asia Digital Infrastructure Pte. Ltd.
10319851,"TelefÃ³nica, S.A."
10319651,"TelefÃ³nica, S.A."
10319466,China Telecom Corporation Limited
10317883,Key-Systems Datacenter GmbH
10317885,Speedbone Internet & Connectivity GmbH
10338300,"Cologix, Inc."
10370376,"Amazon.com, Inc."
10370377,"Amazon.com, Inc."
10341932,Telkom SA SOC Ltd
10235552,"STACK Infrastructure, Inc."
10338298,"Lunavi, Inc."
10338294,"Lunavi, Inc."
10317859,"China United Network Communications Group Co., Ltd."
10317829,"China United Network Communications Group Co., Ltd."
10235553,"STACK Infrastructure, Inc."
10319462,China Telecom Corporation Limited
10319458,China Telecom Corporation Limited
10319454,"Sino-Ocean Capital Co., Ltd."
10340629,"Amazon.com, Inc."
10370379,"Amazon.com, Inc."
10341923,Vodacom Group Limited
10319451,Quantum Optical Data
10319448,"Shenzhen Powerleader Technology Co., Ltd."
10320202,DataCorpore
10370390,eStruxture Data Centers Inc.
10370391,Microsoft Corporation
10317904,Wieske's Crew GmbH
10339587,"Digital Data Centre Bidco, S.L."
10320628,Davey Holdings
10346460,"Lumen Technologies, Inc."
10320622,IgLou Web Design & Development
10370392,"Vantage Data Centers Management Company, LLC"
10370393,"Vantage Data Centers Management Company, LLC"
10318322,ChinaCache International Holdings Ltd.
10318326,ChinaCache International Holdings Ltd.
10370394,Yondr Group Holdings B.V.
10318320,ChinaCache International Holdings Ltd.
10370378,"Amazon.com, Inc."
10370380,"Amazon.com, Inc."
10370381,"Amazon.com, Inc."
10370382,"Amazon.com, Inc."
10317895,Telia Company AB (publ)
10318315,ChinaCache International Holdings Ltd.
10318317,ChinaCache International Holdings Ltd.
10045166,CoreSite Realty Corporation
10370383,"Amazon.com, Inc."
10370384,"Amazon.com, Inc."
10370385,"Amazon.com, Inc."
10235554,"STACK Infrastructure, Inc."
10358799,"Iron Mountain Data Centers, LLC"
10186498,"Equinix, Inc."
10320206,"Dayco Telecom, C.A"
10320634,"Cellular South, Inc."
10235557,"STACK Infrastructure, Inc."
10235556,"STACK Infrastructure, Inc."
10346694,Terrahost AS
10370386,"Amazon.com, Inc."
10317898,Telia Company AB (publ)
10317901,1&1 Versatel GmbH
10370387,"Amazon.com, Inc."
10370388,"Amazon.com, Inc."
10370389,eStruxture Data Centers Inc.
10341927,Vodacom Group Limited
10259731,NTT Global Data Centers Preparatory Corporation
10346723,
10366651,Khazna Data Center Limited
10362911,MCR
10362905,"MARA Holdings, Inc."
10362904,"MARA Holdings, Inc."
10320297,Verizon Communications Inc.
10346744,Green Mountain AS
10370573,Greenidge Generation Holdings Inc.
10339777,Telia Company AB (publ)
10320300,Starpoint LP
10083537,SoftBank Group Corp.
10339775,Telia Company AB (publ)
10370562,"Meta Platforms, Inc."
10370563,"Meta Platforms, Inc."
10362912,Megawatt Irkutsk
10246392,"DataBank Holdings, Ltd."
10370564,"Meta Platforms, Inc."
10370565,"Meta Platforms, Inc."
10370566,"Meta Platforms, Inc."
10370567,"Meta Platforms, Inc."
10320304,"Zayo Group Holdings, Inc."
10246384,"DataBank Holdings, Ltd."
10370568,"Meta Platforms, Inc."
10370569,"Meta Platforms, Inc."
10370570,Alphabet Inc.
10318461,"Guangdong Cloud Base Technology Co., Ltd."
10318465,"VNET Group, Inc."
10370571,Alphabet Inc.
10370572,Microsoft Corporation
10339771,NTT Global Data Centers Preparatory Corporation
10370574,Bridge Data Centres (International) Pte. Ltd.
10370575,Bridge Data Centres (International) Pte. Ltd.
10346747,Green Mountain AS
10320277,Verizon Communications Inc.
10349960,IDCdotCom Data Center
10370583,OneAsia Network Limited
10370584,"Vantage Data Centers Management Company, LLC"
10339788,Telia Company AB (publ)
10320274,Verizon Communications Inc.
10319405,China Mobile Limited
10362900,Public Joint-Stock Company Federal Grid Company of Unified Energy System
10346095,Verizon Communications Inc.
10319413,China Telecom Corporation Limited
10320293,Verizon Communications Inc.
10370576,Bridge Data Centres (International) Pte. Ltd.
10362903,"MARA Holdings, Inc."
10362902,LaserMine
10370577,Bridge Data Centres (International) Pte. Ltd.
10370578,"CNISP Group Co., Ltd."
10341107,PLIX Sp. z o.o.
10341081,LIM DC
10339780,Telia Company AB (publ)
10320288,Verizon Communications Inc.
10318470,"Guangdong Aofei Data Technology Co., Ltd."
10370579,Digital Edge
10370580,"Equinix, Inc."
10349958,PT. Dhecyber Flow Indonesia
10349959,GreenLinks Data Center
10319408,China Telecom Corporation Limited
10370581,Etix Everywhere France SAS
10339784,Telia Company AB (publ)
10339786,Telia Company AB (publ)
10346096,Verizon Communications Inc.
10370582,Evolution Data Centres Pte Ltd
10339769,NTT Global Data Centers Preparatory Corporation
10346740,Green Mountain AS
10320329,"Zayo Group Holdings, Inc."
10259801,
10320327,"Zayo Group Holdings, Inc."
10370542,VIRTUS Data Centres Ltd.
10370543,VIRTUS Data Centres Ltd.
10370544,VIRTUS Data Centres Ltd.
10370545,VIRTUS Data Centres Ltd.
10362918,Mining Cluster
10318447,Wood NN
10370541,Alphabet Inc.
10246363,"DataBank Holdings, Ltd."
10341243,Zitcom A/S
10167544,"Zayo Group Holdings, Inc."
10362919,"Mining Depot USA, Inc."
10320337,"Zayo Group Holdings, Inc."
10370540,Alphabet Inc.
10346731,Bulk Infrastructure Holding AS
10346732,Bulk Infrastructure Holding AS
10339760,Green Datacenter AG
10339763,Sure International Limited
10246389,"DataBank Holdings, Ltd."
10318442,"Guangzhou Boda Data Technology Co., Ltd."
10318445,"Guangdong Cloud Base Technology Co., Ltd."
10346735,Bulk Infrastructure Holding AS
10319045,China Telecom Corporation Limited
10370553,Greystoke Land Limited
10319417,China Telecom Corporation Limited
10370554,"Vantage Data Centers Management Company, LLC"
10370555,Colt Data Centre Services UK Limited
10370556,Colt Data Centre Services UK Limited
10370557,Colt Data Centre Services UK Limited
10370558,Alphabet Inc.
10320316,"Zayo Group Holdings, Inc."
10318455,"Beijing Dahao Technology Corp.,Ltd"
10318459,"Guangdong Cloud Base Technology Co., Ltd."
10362915,MIGODI
10370559,Alphabet Inc.
10370560,Dc01 Uk Limited
10246375,"DataBank Holdings, Ltd."
10246373,"DataBank Holdings, Ltd."
10370561,"Meta Platforms, Inc."
10341142,PLIX Sp. z o.o.
10317919,Hetzner Online AG
10319019,China Telecom Corporation Limited
10339765,"Sixsigma Networks MÃ©xico, S.A. de C.V."
10320325,"Zayo Group Holdings, Inc."
10320323,"DataBank Holdings, Ltd."
10341201,Hector Inc
10341170,Polcom Group
10318449,"Guangdong Cloud Base Technology Co., Ltd."
10318453,"Guangdong Cloud Base Technology Co., Ltd."
10317910,Global Connect LLC
10317913,Global Connect LLC
10346736,Bulk Infrastructure Holding AS
10346737,Green Mountain AS
10320321,"Zayo Group Holdings, Inc."
10167527,"Zayo Group Holdings, Inc."
10362917,Mining Cluster
10362916,Miner Club
10370546,"Digital Realty Trust, Inc."
10370547,Global Technical Realty
10370548,Global Technical Realty
10370549,Green Mountain AS
10370550,SEGRO Plc
10370551,Greystoke Land Limited
10370552,Greystoke Land Limited
10317917,Handtake GmbH
10346067,Verizon Communications Inc.
10370585,"Machine Investment Group, LP"
10370624,"Mount Sunflower Properties, LLC"
10370625,"Mount Sunflower Properties, LLC"
10370626,"Mount Sunflower Properties, LLC"
10370627,Chirisa Technology Parks
10370628,"Machine Investment Group, LP"
10349971,PT. Interlink Technology
10320222,Verizon Communications Inc.
10370629,Zenith Volts Corporation
10370630,"TAC Data Centers, LLC"
10370631,
10370632,Wisconsin Electric Power Company
10320220,Verizon Communications Inc.
10320019,"Vantage Data Centers Management Company, LLC"
10340078,
10370614,"AVAIO Digital Management, LLC"
10370615,"AVAIO Digital Management, LLC"
10370616,"AVAIO Digital Management, LLC"
10370617,Herbata Limited
10320016,"Vantage Data Centers Management Company, LLC"
10370618,Herbata Limited
10340075,Atman sp. z o.o.
10370619,Herbata Limited
10349969,Icon+
10349970,BDx Indonesia
10370620,Herbata Limited
10362893,IBMM
10370621,Herbata Limited
10370622,Herbata Limited
10320230,Verizon Communications Inc.
10320226,Verizon Communications Inc.
10370623,"Mount Sunflower Properties, LLC"
10340904,Lukman
10340082,
10319393,China Mobile Limited
10319387,ChinData Group
10370635,"Amazon.com, Inc."
10320201,Verizon Communications Inc.
10349975,BDx Indonesia
10349976,BDx Indonesia
10340096,GTS Central Europe
10340099,GTS Central Europe
10362876,FastMine
10370636,"Amazon.com, Inc."
10320197,Verizon Communications Inc.
10343900,Verizon Communications Inc.
10370637,"Amazon.com, Inc."
10340842,KR-CPD
10340819,Infomex Limited
10320023,nLighten Deutschland GmbH
10318654,"Vantage Data Centers Management Company, LLC"
10362877,FastMine
10320203,Verizon Communications Inc.
10320217,Verizon Communications Inc.
10349972,Jupiter
10362881,GreenChain Technologies
10370633,"Amazon.com, Inc."
10346754,Africa Data Centres (Pty.) Ltd.
10340084,T-Mobile Czech Republic a.s.
10320216,Verizon Communications Inc.
10320213,Verizon Communications Inc.
10349973,Jupiter
10349974,PT. Kinerja Indonesia
10320020,Harlow Operations Ltd.
10370634,"Amazon.com, Inc."
10340087,T-Mobile Czech Republic a.s.
10340093,T-Mobile Czech Republic a.s.
10340874,Kylos
10318657,VIRTUS Data Centres Ltd.
10320210,Verizon Communications Inc.
10362880,Goweb International
10320233,Verizon Communications Inc.
10340072,Atman sp. z o.o.
10370593,Empyrion DC Pte. Ltd.
10344020,Verizon Communications Inc.
10370594,"AVAIO Digital Management, LLC"
10370596,Westbank Corp
10370595,PowerHouse Data Centers
10370597,PowerHouse Data Centers
10370598,PowerHouse Data Centers
10339795,Voliacable- Cjc
10320260,Verizon Communications Inc.
10349964,PT Media Nusantara Data Global
10370599,Westbank Corp
10370600,PowerHouse Data Centers
10185092,Novva Data Centers
10319403,ChinData Group
10370586,Alphabet Inc.
10370587,Applied Digital Corporation
10349961,Axavara Media Teknologi
10339791,Telia Company AB (publ)
10370588,DayOne Data Centers Singapore Pte. Ltd.
10370589,DayOne Data Centers Singapore Pte. Ltd.
10370590,DayOne Data Centers Singapore Pte. Ltd.
10320270,Verizon Communications Inc.
10370591,DayOne Data Centers Singapore Pte. Ltd.
10341006,PCPD sp. z o.o
10340978,Network Communication Corp.
10349962,PT. Supra Primatama Nusantara
10362899,Intelion Data Joint Stock Company
10362898,Intelion Data Joint Stock Company
10346749,Green Mountain AS
10346751,Telecom Italia Sparkle S.p.A.
10247607,"Vantage Data Centers Management Company, LLC"
10339792,Casablanca Datacentre
10320267,Verizon Communications Inc.
10349963,PT. Supra Primatama Nusantara
10370592,
10320266,Verizon Communications Inc.
10339758,Green Datacenter AG
10346752,Telecom Italia Sparkle S.p.A.
10340959,Artnet AG
10340930,MNI SpÃ³lka Akcyjna
10320242,Verizon Communications Inc.
10349968,DTP
10340059,CNC
10318648,"Vantage Data Centers Management Company, LLC"
10370611,Ecodatacenter AB
10320239,Verizon Communications Inc.
10320235,Verizon Communications Inc.
10362894,Impulse Engineering
10370612,"SK Telecom Co., Ltd."
10370613,Scandinavian Data Centers AB
10318652,"Vantage Data Centers Management Company, LLC"
10340069,"Equinix, Inc."
10339799,"De Novo, LLC"
10362895,Intelion Data Joint Stock Company
10370610,Ecodatacenter AB
10320257,Verizon Communications Inc.
10362897,Intelion Data Joint Stock Company
10247599,"Vantage Data Centers Management Company, LLC"
10370601,PowerHouse Data Centers
10319398,China Telecom Corporation Limited
10319396,China Mobile Limited
10320253,Verizon Communications Inc.
10370602,PowerHouse Data Centers
10370603,Westbank Corp
10349965,"Equinix, Inc."
10370604,"LG CNS Co., Ltd."
10340051,BeMobile
10340054,ColoCall
10320249,Verizon Communications Inc.
10320247,Verizon Communications Inc.
10370605,"KT Cloud Co., Ltd."
10370606,
10370607,"IGIS Asset Management Co., Ltd"
10349966,GoldenFast Network
10349967,DTP
10370608,"IGIS Asset Management Co., Ltd"
10370609,OneAsia Network Limited
10362896,Intelion Data Joint Stock Company
10318439,"Guangdong Cloud Base Technology Co., Ltd."
10370539,Alphabet Inc.
10370493,Alphabet Inc.
10370494,Alphabet Inc.
10341033,Beanfield Metroconnect Inc
10370495,Alphabet Inc.
10179901,"Cogent Communications Holdings, Inc."
10320414,"ARK Data Centers, LLC"
10319748,Global Technical Realty
10362954,UMC Moscow
10349951,China Mobile Limited
10319716,CyrusOne Inc.
10167267,"11:11 Systems, Inc."
10320422,EdgeConneX
10362955,Watt Manor
10370487,Nebius Group N.V.
10352660,FullSave SAS
10352662,FullSave SAS
10370488,Nebius Group N.V.
10181613,EdgeConneX
10181597,EdgeConneX
10370489,Nebius Group N.V.
10349949,OneAsia Network Limited
10349950,PowerNetix Inc.
10370490,Nebius Group N.V.
10370491,Nebius Group N.V.
10370492,Alphabet Inc.
10179914,"Cogent Communications Holdings, Inc."
10320411,"Telecom Real Estate Services, LLC"
10370507,"Blackstone Real Estate Income Trust, Inc."
10349954,Internap Holding LLC
10320399,"Iron Mountain Data Centers, LLC"
10319823,Harlow Operations Ltd.
10370508,atNorth ehf
10370509,atNorth ehf
10352676,Navlink S.a.
10341390,LuxConnect S.A.
10177774,Flexential Inc.
10177780,Flexential Inc.
10319688,Custodian Property Income REIT plc
10370496,Aq Compute Holding Norway
10370497,Aq Compute Holding Norway
10179915,"Cogent Communications Holdings, Inc."
10179913,"Cogent Communications Holdings, Inc."
10320407,BURGES property + company
10349952,China Telecom Corporation Limited
10349953,China Telecom Corporation Limited
10370498,Green Mountain AS
10370499,Bulk Infrastructure Holding AS
10370500,Bulk Infrastructure Holding AS
10319774,Global Technical Realty
10320405,"Switch, Inc."
10340757,"11:11 Systems, Inc."
10319800,Global Technical Realty
10370501,Bulk Infrastructure Holding AS
10370502,Bulk Infrastructure Holding AS
10370503,Bulk Infrastructure Holding AS
10362951,Stella
10362948,Soft-Mining LIMITED
10370504,Bulk Infrastructure Holding AS
10370505,Bulk Infrastructure Holding AS
10370506,Bulk Infrastructure Holding AS
10341420,Datacenter Luxembourg S.a.
10179912,"Cogent Communications Holdings, Inc."
10181616,EdgeConneX
10370468,Microsoft Corporation
10370469,Microsoft Corporation
10370470,Microsoft Corporation
10370471,Microsoft Corporation
10370472,Microsoft Corporation
10370473,Microsoft Corporation
10370474,Microsoft Corporation
10370475,Microsoft Corporation
10259793,
10370476,Microsoft Corporation
10370477,Microsoft Corporation
10370478,Microsoft Corporation
10370479,Microsoft Corporation
10370480,"Vantage Data Centers Management Company, LLC"
10205274,Etix Everywhere France SAS
10062898,Iadvantage Limited
10366646,Etisalat
10349944,China Telecom Corporation Limited
10183895,"Expedient Holdings USA, LLC"
10366650,Khazna Data Center Limited
10346724,TietoEVRY Oyj
10319366,China Mobile Limited
10366649,Data Center Vault Sole Proprietorship LLC
10250959,"Digital Realty Trust, Inc."
10259687,"Expedient Holdings USA, LLC"
10370466,Alphabet Inc.
10366648,Pure Data Centres Group Ltd
10370467,Alphabet Inc.
10319332,China Mobile Limited
10341550,Visual Online S.A
10352642,Neo Center Est
10352646,Neo Center Est
10167453,
10137975,
10366647,Etisalat
10370484,Verne Global Ltd
10319255,Data in Park
10370485,Verne Global Ltd
10370481,Quetta Data Centers S.L
10370486,Nebius Group N.V.
10341470,Telkea Ict S.A.
10181612,EdgeConneX
10319234,Data in Park
10319215,Data in Park
10349947,OneAsia Network Limited
10349948,OneAsia Network Limited
10363612,XBMS B.V.
10352653,nLighten Deutschland GmbH
10352657,nLighten Deutschland GmbH
10181610,EdgeConneX
10319286,Data in Park
10320442,
10319312,"Tianjin Tianzhong Jiangtian Heavy Industry Co., Ltd."
10319576,
10366645,Etisalat
10341527,Visual Online S.A
10341498,Visual Online S.A
10167424,
10319607,
10205273,Etix Everywhere France SAS
10186922,"Vantage Data Centers Management Company, LLC"
10202440,"Equinix, Inc."
10349945,Internap Holding LLC
10349946,OneAsia Network Limited
10319632,
10319663,
10370482,Hyperco Oy
10370483,Verne Global Ltd
10352650,"Zayo Group Holdings, Inc."
10366644,Etisalat
10352636,Etix Everywhere France SAS
10362966,"Equinix, Inc."
10362956,YDMiner
10181594,EdgeConneX
10346483,Transformyx Inc.
10319848,Harlow Operations Ltd.
10370534,Digital Crossroad
10320009,
10339743,nLighten Deutschland GmbH
10370515,Alphabet Inc.
10341339,BT Group plc
10320361,"Rackhouse Group, LLC"
10320013,Yondr Group Holdings B.V.
10259551,"LightEdge Solutions, Inc."
10362927,New Hosting Company
10370533,"Digital Realty Trust, Inc."
10370524,Crusoe Energy Systems LLC
10370525,Crusoe Energy Systems LLC
10370526,Crusoe Energy Systems LLC
10370527,Crusoe Energy Systems LLC
10370528,Crusoe Energy Systems LLC
10320001,
10320005,
10339740,LuxConnect S.A.
10319371,iM Data Centers
10053365,"World Class Holding Company, LLC"
10370529,Sabey Data Center Properties LLC
10370530,Tract
10370531,Atlas Development LLC
10370532,"Digital Realty Trust, Inc."
10318416,"Guangdong Cloud Base Technology Co., Ltd."
10318419,"Guangdong Cloud Base Technology Co., Ltd."
10036297,"Digital Realty Trust, Inc."
10341240,TeraGo Inc.
10319374,EXA Infrastructure
10318424,"Guangdong Cloud Base Technology Co., Ltd."
10370537,Alphabet Inc.
10246393,"DataBank Holdings, Ltd."
10346728,Bulk Infrastructure Holding AS
10341271,Broadcasting Center Europe SA
10339749,Green Datacenter AG
10339753,Green Datacenter AG
10319072,China Telecom Corporation Limited
10320345,"DataBank Holdings, Ltd."
10320342,"DataBank Holdings, Ltd."
10318436,"Guangdong Cloud Base Technology Co., Ltd."
10362924,Monterey Mining
10362923,Minto
10370538,Alphabet Inc.
10346727,Green Mountain AS
10362928,Newmining
10346726,TietoEVRY Oyj
10320349,"Zayo Group Holdings, Inc."
10246371,"DataBank Holdings, Ltd."
10370535,Alphabet Inc.
10319137,China Telecom Corporation Limited
10319378,EXA Infrastructure
10318428,"Guangdong Cloud Base Technology Co., Ltd."
10362926,New Hosting Company
10362925,FiksMi LLC
10346273,"Zayo Group Holdings, Inc."
10319119,China Telecom Corporation Limited
10246365,"DataBank Holdings, Ltd."
10319096,China Telecom Corporation Limited
10341317,Broadcasting Center Europe SA
10341299,Broadcasting Center Europe SA
10352684,EXA Infrastructure
10339747,nLighten Deutschland GmbH
10320352,"DataBank Holdings, Ltd."
10318431,Neo Telemedia Limited
10318433,Wood NN
10370536,Alphabet Inc.
10370523,Crusoe Energy Systems LLC
10187165,EBRC S.A.
10054526,"QTS Realty Trust, LLC"
10319009,Chirisa Technology Parks
10319921,
10341293,Urbacon Limited
10370512,Green Horizon As
10319940,
10187166,EBRC S.A.
10320387,"Forsythe Technology, Inc."
10362937,Prostomining
10340975,Data4 Group
10319881,Harlow Operations Ltd.
10352680,Tas France Eurl
10179900,"Cogent Communications Holdings, Inc."
10362941,RusHash
10319196,Data in Park
10341343,"Cologix, Inc."
10362835,atNorth ehf
10352682,Webaxys
10349955,STT Global Data Centres India Private Limited
10339712,LCL Belgium N.V.
10370510,Green Horizon As
10370511,Green Horizon As
10320393,"ARK Data Centers, LLC"
10341319,"Compass Datacenters, LLC"
10319050,China Mobile Limited
10319158,China Mobile Limited
10341340,Data4 Group
